time,inning,,pitcher,batter,outcome,x,y,vs,ve,top,bot,pfx_x,pfx_z,px,pz,x0,y0,z0,vxo,vxo,vxo,break_y,break_angle,break_length,some,stuff,idk,pitchtype,type_conf,pitch_zone,nasty,spind_dir,spin_rate,comments
2014-04-17 15:30:04 -0500,3,Top,Madison Bumgarner,Dee Gordon,S,87.55,149.38,89.9,83.7,3.43,1.49,7.42,8.52,0.376,2.318,3.45,50,5.701,-10.532,-131.369,-5.556,13.124,24.501,-17.026,23.9,-31.9,4.9,FT,0.894,6,40,139.096,2213.405,
2014-04-17 15:30:28 -0500,3,Top,Madison Bumgarner,Dee Gordon,S,118.45,151.97,90.9,83.3,3.39,1.45,7.05,10.65,-0.543,2.231,3.386,50,5.543,-12.665,-132.582,-6.132,12.512,29.169,-13.206,23.8,-33.9,4,FT,0.869,4,49,146.591,2486.472,
2014-04-17 15:31:01 -0500,3,Top,Madison Bumgarner,Dee Gordon,X,95.28,127.79,91.5,83.9,3.35,1.5,7.43,9.45,0.168,3.246,3.222,50,5.713,-10.599,-133.763,-3.659,13.419,29.632,-15.033,23.8,-35,4.3,FT,0.911,2,48,141.945,2361.033,
2014-04-17 15:31:42 -0500,3,Top,Madison Bumgarner,Justin Turner,S,93.56,151.97,84.1,77.4,3.57,1.53,9.63,6.01,0.165,2.214,3.336,50,5.574,-10.716,-122.843,-3.414,14.692,24.614,-22.932,23.8,-28.2,7.1,CH,0.91,5,50,122.173,2049.884,
2014-04-17 15:31:57 -0500,3,Top,Madison Bumgarner,Justin Turner,X,73.82,158.01,83,77.2,3.52,1.6,10.79,4.4,0.813,1.961,3.411,50,5.527,-9.627,-121.35,-3.282,16.249,21.609,-25.481,23.8,-29.3,8,CH,0.911,14,55,112.387,2100.969,
2014-04-17 15:32:38 -0500,3,Top,Madison Bumgarner,Yasiel Puig,B,161.37,152.83,92.7,84.8,3.65,1.71,8.42,6.97,-1.818,2.13,3.064,50,5.579,-15.883,-134.974,-5.537,15.45,30.92,-19.314,23.7,-30.1,5.3,FT,0.9,13,37,129.774,2160.662,
2014-04-17 15:32:56 -0500,3,Top,Madison Bumgarner,Yasiel Puig,B,161.37,143.33,87.6,81.7,3.57,1.64,3.62,3.65,-1.912,2.503,3.266,50,5.69,-14.306,-127.643,-2.937,6.037,23.277,-26.003,23.9,-7.7,6.5,SL,0.897,13,19,135.63,981.208,
2014-04-17 15:33:17 -0500,3,Top,Madison Bumgarner,Yasiel Puig,B,145.92,143.33,88.8,82,3.68,1.64,2.65,5.35,-1.423,2.611,3.343,50,5.616,-13.076,-129.508,-3.191,4.507,26.645,-23.002,23.8,-4.7,5.7,SL,0.909,13,13,153.832,1144.817,
2014-04-17 15:33:35 -0500,3,Top,Madison Bumgarner,Yasiel Puig,S,122.75,139.02,92,85.1,3.57,1.64,5.88,9.12,-0.679,2.665,3.285,50,5.544,-12.571,-134.212,-4.764,10.81,27.017,-15.342,23.8,-27.1,4,FF,0.949,4,41,147.291,2162.392,
2014-04-17 15:34:00 -0500,3,Top,Madison Bumgarner,Yasiel Puig,X,100.43,128.65,89.1,82.3,3.51,1.63,0.04,4.34,0.04,3.137,3.514,50,5.618,-8.964,-130.435,-1.614,0.067,27.127,-24.622,23.8,3.9,5.9,SL,0.905,2,24,179.494,840.015,
2014-04-17 15:34:43 -0500,3,Top,Madison Bumgarner,Adrian Gonzalez,B,130.47,167.51,86.7,80.7,3.99,1.83,-0.06,3.59,-0.877,1.527,3.42,50,5.493,-10.751,-126.642,-4.707,-0.102,24.377,-26.24,23.9,4.2,6.7,SL,0.926,13,93,180.983,679.886,
2014-04-17 15:35:06 -0500,3,Top,Madison Bumgarner,Adrian Gonzalez,S,103.86,147.65,86.7,80.9,3.87,1.79,0.18,4.75,-0.087,2.431,3.494,50,5.542,-9.065,-126.87,-3.001,0.293,23.403,-24.274,23.9,2.9,6.1,SL,0.915,8,22,177.878,904.001,
2014-04-17 15:35:28 -0500,3,Top,Madison Bumgarner,Adrian Gonzalez,S,124.46,160.6,92.3,85.7,3.76,1.82,7.42,8.66,-0.731,1.978,3.385,50,5.561,-13.561,-134.599,-6.558,13.749,26.381,-16.041,23.8,-32.9,4.5,FT,0.897,13,62,139.562,2284.719,
2014-04-17 15:36:12 -0500,3,Top,Madison Bumgarner,Adrian Gonzalez,S,60.94,113.98,88.3,81.9,3.64,1.75,0.33,2.92,1.239,3.909,3.696,50,5.723,-6.408,-129.395,0.642,0.563,25.105,-27.112,23.8,1.3,6.4,SL,0.905,12,64,173.655,571.053,
2014-04-17 15:38:33 -0500,3,Bottom,Hyun-Jin Ryu,Madison Bumgarner,B,66.09,124.34,89.9,83.5,3.65,1.79,8.32,8.45,1.092,3.396,2.31,50,6.138,-6.008,-131.699,-3.887,14.768,25.151,-17.104,23.8,-37.4,5.1,FT,0.897,12,69,135.581,2324.324,
2014-04-17 15:38:46 -0500,3,Bottom,Hyun-Jin Ryu,Madison Bumgarner,S,78.11,158.88,79.9,75.1,3.54,1.65,9.56,4.35,0.729,1.995,2.21,50,5.987,-6.346,-116.924,-3.709,13.491,18.067,-25.963,23.9,-25.4,8.4,CH,0.903,14,52,114.721,1842.83,
2014-04-17 15:39:00 -0500,3,Bottom,Hyun-Jin Ryu,Madison Bumgarner,X,99.57,153.69,90.2,84.3,3.54,1.65,6.03,7.11,0.045,2.111,2.231,50,5.923,-7.791,-131.873,-6.296,10.795,23.694,-19.377,23.9,-24.8,5.1,FT,0.942,8,37,139.852,1841.85,
2014-04-17 15:39:59 -0500,3,Bottom,Hyun-Jin Ryu,Joaquin Arias,B,70.39,126.93,81.9,76.3,3.46,1.68,11.07,2.99,0.955,3.269,2.297,50,6.076,-6.621,-119.977,-0.863,16.318,20.808,-27.687,23.9,-28.7,8.7,CH,0.905,12,81,105.375,2046.438,
2014-04-17 15:40:14 -0500,3,Bottom,Hyun-Jin Ryu,Joaquin Arias,S,99.57,153.69,90.3,83.8,3.46,1.71,9.59,6.17,0.021,2.187,2.228,50,5.83,-9.033,-132.048,-5.49,17.057,26.046,-21.122,23.8,-34.7,6.1,FT,0.896,8,36,122.942,2233.015,
2014-04-17 15:40:30 -0500,3,Bottom,Hyun-Jin Ryu,Joaquin Arias,B,152.79,133.84,91.2,84.9,3.5,1.75,8.99,4.19,-1.519,2.98,2.016,50,5.905,-12.44,-133.13,-3.101,16.365,24.887,-24.475,23.9,-29.4,6.4,FT,0.896,11,34,115.195,1970.872,
2014-04-17 15:40:46 -0500,3,Bottom,Hyun-Jin Ryu,Joaquin Arias,X,117.6,139.02,90.4,84,3.44,1.64,6.66,6.14,-0.507,2.757,2.123,50,5.938,-9.166,-132.192,-4.312,11.915,25.253,-21.119,23.8,-25,5.5,FT,0.918,4,48,132.857,1783.804,
2014-04-17 15:41:27 -0500,3,Bottom,Hyun-Jin Ryu,Hunter Pence,S,126.18,128.65,91.7,85.7,3.42,1.67,5.73,7.5,-0.762,3.224,2.041,50,6.028,-9.47,-134.135,-4.066,10.63,24.267,-18.206,23.9,-25.4,4.6,FF,0.775,11,74,142.729,1898.486,
2014-04-17 15:41:43 -0500,3,Bottom,Hyun-Jin Ryu,Hunter Pence,X,130.47,126.93,84.7,79.2,3.41,1.67,-0.82,0.92,-0.934,3.279,2.171,50,6.119,-7.375,-123.964,-0.758,-1.297,21.807,-30.657,23.9,4.6,7.9,SL,0.908,11,56,220.529,233.582,
2014-04-17 15:42:33 -0500,3,Bottom,Hyun-Jin Ryu,Pablo Sandoval,S,100.43,165.78,90.1,84.1,3.2,1.53,8.62,7.81,-0.002,1.633,2.223,50,5.863,-8.756,-131.697,-7.585,15.355,24.217,-18.191,23.9,-35.3,5.4,FT,0.897,8,42,132.323,2287.79,
2014-04-17 15:42:54 -0500,3,Bottom,Hyun-Jin Ryu,Pablo Sandoval,S,111.59,126.06,89.7,83,3.2,1.53,7.18,8,-0.3,3.325,2.105,50,6.04,-8.674,-131.17,-3.582,12.606,25.701,-18.047,23.8,-30.3,5,FT,0.906,11,56,138.257,2094.123,
2014-04-17 15:43:16 -0500,3,Bottom,Hyun-Jin Ryu,Pablo Sandoval,S,52.36,157.15,91.2,84.4,3.2,1.53,6.82,8.14,1.455,2.055,2.363,50,5.874,-4.739,-133.499,-6.801,12.366,27.45,-17.348,23.8,-31.4,4.9,FT,0.918,14,33,140.17,2098.072,
2014-04-17 15:43:43 -0500,3,Bottom,Hyun-Jin Ryu,Pablo Sandoval,X,137.34,160.6,83.9,77.4,3.2,1.53,0.07,3.63,-1.077,1.787,2.221,50,6.095,-7.991,-122.658,-4.912,0.101,25.336,-26.59,23.8,2.9,7.4,SL,0.892,13,58,178.966,660.576,
2014-04-17 15:46:18 -0500,4,Top,Madison Bumgarner,Matt Kemp,S,112.45,151.1,82.8,76.6,3.42,1.75,9.95,6.29,-0.388,2.27,3.37,50,5.557,-12.082,-120.829,-3.103,14.802,22.213,-22.751,23.8,-28.6,7.2,CH,0.909,7,58,122.482,2106.834,
2014-04-17 15:46:36 -0500,4,Top,Madison Bumgarner,Matt Kemp,B,69.53,146.79,92.8,85.6,3.5,1.76,8.03,9.86,0.983,2.505,3.473,50,5.614,-9.479,-135.588,-5.792,15.016,28.264,-13.663,23.8,-41.4,4.3,FT,0.914,14,59,140.952,2550.396,
2014-04-17 15:46:58 -0500,4,Top,Madison Bumgarner,Matt Kemp,X,115.88,143.33,88.7,83,3.57,1.76,-0.03,5.08,-0.446,2.563,3.534,50,5.622,-10.244,-129.672,-3.355,-0.057,23.226,-23.32,23.9,4.2,5.6,SL,0.915,4,34,180.367,990.614,
2014-04-17 15:47:38 -0500,4,Top,Madison Bumgarner,Scott Van Slyke,S,100.43,153.69,83.9,77.5,3.83,1.82,9.84,4.08,-0.006,2.082,3.407,50,5.496,-11.352,-122.45,-2.913,14.974,23.567,-25.893,23.8,-26,7.8,CH,0.91,8,51,112.757,1923.867,
2014-04-17 15:47:52 -0500,4,Top,Madison Bumgarner,Scott Van Slyke,B,24.89,127.79,91.9,84,3.91,1.78,7.68,8.63,2.21,3.221,3.788,50,5.671,-6.819,-134.632,-3.397,13.983,31.468,-16.384,23.7,-35.9,4.7,FT,0.92,12,33,138.474,2272.793,
2014-04-17 15:48:07 -0500,4,Top,Madison Bumgarner,Scott Van Slyke,S,77.25,157.15,91.2,84.2,3.87,1.82,7.58,9.04,0.688,2.101,3.504,50,5.437,-10.016,-133.292,-5.799,13.684,27.693,-15.785,23.8,-34.5,4.6,FT,0.911,9,63,140.141,2323.858,
2014-04-17 15:48:23 -0500,4,Top,Madison Bumgarner,Scott Van Slyke,S,99.57,128.65,92.9,85.4,3.95,1.78,4.42,10.2,-0.001,3.236,3.322,50,5.703,-10.446,-135.798,-4.177,8.254,29.832,-13.067,23.8,-23.2,3.3,FF,0.916,2,27,156.638,2223.597,
2014-04-17 15:48:45 -0500,4,Top,Madison Bumgarner,Scott Van Slyke,B,63.52,130.38,88.2,82.1,3.91,1.78,0.22,2.53,1.149,3.036,3.764,50,5.613,-6.774,-129.229,-1.178,0.381,24.467,-27.783,23.9,1.7,6.6,SL,0.907,12,44,175.043,494.805,
2014-04-17 15:49:08 -0500,4,Top,Madison Bumgarner,Scott Van Slyke,B,56.65,152.83,89.6,81.8,3.83,1.75,2.27,3.67,1.36,2.161,3.844,50,5.481,-7.152,-131.116,-3.539,3.905,31.014,-25.801,23.7,-5,6.3,SL,0.875,14,23,148.504,827.015,
2014-04-17 15:49:29 -0500,4,Top,Madison Bumgarner,Scott Van Slyke,X,89.27,135.56,89.3,81.8,3.95,1.78,2.12,4.72,0.35,2.937,3.433,50,5.582,-8.636,-130.627,-2.138,3.636,29.221,-23.99,23.8,-4.2,5.8,SL,0.897,6,25,156.047,994.608,
2014-04-17 15:50:19 -0500,4,Top,Madison Bumgarner,Juan Uribe,B,155.36,148.51,81.8,76.8,3.53,1.67,8.29,3.7,-1.614,2.402,3.295,50,5.527,-14.22,-119.124,-1.803,12.186,17.999,-26.664,23.9,-20.7,7.9,CH,0.895,13,42,114.331,1628.763,
2014-04-17 15:50:39 -0500,4,Top,Madison Bumgarner,Juan Uribe,B,72.96,138.15,85.8,80.6,3.5,1.75,1.04,3.43,0.931,2.781,3.773,50,5.639,-7.448,-125.586,-1.844,1.7,20.592,-26.507,23.9,-1.2,6.6,SL,0.892,12,47,163.303,683.479,
2014-04-17 15:51:10 -0500,4,Top,Madison Bumgarner,Juan Uribe,B,89.27,171.83,87.6,81.8,3.53,1.67,4.6,5.53,0.341,1.414,3.625,50,5.351,-9.866,-127.946,-5.516,7.727,22.886,-22.801,23.9,-14.4,5.9,SL,0.745,14,43,140.499,1377.398,
2014-04-17 15:51:24 -0500,4,Top,Madison Bumgarner,Juan Uribe,B,17.17,88.94,71.9,65.8,3.68,1.93,9.42,7.32,2.5,4.879,3.69,50,6.299,-5.002,-105.336,2.826,10.514,19.035,-23.933,23.8,-22.3,9.2,IN,0,12,0,128.091,1839.898,
2014-04-17 15:52:34 -0500,4,Top,Madison Bumgarner,Tim Federowicz,B,68.67,120.88,81.5,75,3.35,1.56,10.89,5.02,1.048,3.471,3.524,50,5.649,-9.154,-119.134,0.16,15.668,22.592,-24.872,23.8,-29.4,8,CH,0.91,12,87,114.988,2105.042,
2014-04-17 15:52:52 -0500,4,Top,Madison Bumgarner,Tim Federowicz,S,122.75,146.79,88.9,82.3,3.39,1.52,3.9,4.58,-0.7,2.472,3.574,50,5.509,-12.267,-129.706,-3.067,6.675,25.902,-24.256,23.8,-9.9,6,SL,0.8,4,39,139.87,1158.355,
2014-04-17 15:53:12 -0500,4,Top,Madison Bumgarner,Tim Federowicz,B,46.35,122.61,82.3,76,3.24,1.53,6.88,5.47,1.643,3.419,3.766,50,5.63,-7.189,-120.48,-0.225,10.151,22.57,-24.031,23.8,-20.2,7,CH,0.842,12,34,128.737,1567.045,
2014-04-17 15:53:34 -0500,4,Top,Madison Bumgarner,Tim Federowicz,B,117.6,119.16,86.3,80,3.39,1.6,-1.5,4.35,-0.576,3.602,3.585,50,5.674,-9.904,-126.172,-0.154,-2.424,24.403,-25.056,23.8,9.6,6.4,SL,0.897,11,54,198.805,864.617,
2014-04-17 15:53:58 -0500,4,Top,Madison Bumgarner,Tim Federowicz,B,85.84,165.78,88.6,82.8,3.28,1.49,3.46,2.08,0.439,1.625,3.594,50,5.467,-9.269,-129.611,-4.331,5.951,24.165,-28.513,23.9,-8.5,7,SL,0.814,9,41,121.6,782.073,
2014-04-17 15:54:38 -0500,4,Top,Madison Bumgarner,Hyun-Jin Ryu,S,113.3,136.43,88.3,82.7,3.46,1.58,2.07,2.08,-0.395,2.938,3.45,50,5.601,-10.555,-129.018,-1.272,3.55,22.452,-28.536,23.9,-3.7,6.8,SL,0.919,1,65,135.702,571.581,
2014-04-17 15:55:18 -0500,4,Top,Madison Bumgarner,Hyun-Jin Ryu,B,48.07,105.34,90.6,83.7,3.53,1.52,5.31,7.67,1.621,4.154,3.57,50,5.741,-6.928,-132.635,-0.67,9.515,26.768,-18.354,23.8,-23.8,4.6,FF,0.926,12,22,145.454,1835.29,
2014-04-17 15:55:43 -0500,4,Top,Madison Bumgarner,Hyun-Jin Ryu,S,101.29,125.2,90.8,83.7,3.46,1.58,5.25,9.12,-0.035,3.373,3.326,50,5.661,-10.61,-132.716,-2.994,9.394,27.562,-15.79,23.8,-23.8,4.1,FF,0.933,2,36,150.173,2064.524,
2014-04-17 15:56:06 -0500,4,Top,Madison Bumgarner,Hyun-Jin Ryu,S,79.83,120.88,91.2,83.2,3.46,1.58,8.14,7.8,0.648,3.584,3.372,50,5.626,-9.921,-133.378,-1.899,14.55,30.767,-18.162,23.7,-33.5,5.1,FT,0.913,12,66,133.922,2197.195,
2014-04-17 15:56:48 -0500,4,Top,Madison Bumgarner,Dee Gordon,B,79.83,106.2,90.9,83.6,3.35,1.5,5.12,7.39,0.62,4.093,3.345,50,5.682,-8.904,-132.959,-0.588,9.181,28.038,-18.841,23.8,-21.1,4.6,FF,0.927,12,56,145.45,1766.382,"Madison Bumgarner has thrown 86 pitches but has plenty left in the tank, with his fastball sitting at 91 over the past 10 pitches."
2014-04-17 15:57:10 -0500,4,Top,Madison Bumgarner,Dee Gordon,S,118.45,158.01,86.7,80.6,3.35,1.5,1.69,2.92,-0.535,2.004,3.471,50,5.501,-10.593,-126.619,-3.315,2.761,24.216,-27.33,23.8,-1.8,6.9,SL,0.919,7,38,150.319,638.846,
2014-04-17 15:57:41 -0500,4,Top,Madison Bumgarner,Dee Gordon,S,92.7,124.34,91.8,85.1,3.35,1.5,6.83,8.19,0.213,3.358,3.494,50,5.671,-11.089,-134.151,-2.953,12.573,26.304,-17.021,23.8,-30.7,4.5,FF,0.541,12,41,140.317,2129.378,
2014-04-17 15:58:11 -0500,4,Top,Madison Bumgarner,Dee Gordon,S,101.29,113.11,92.1,84.3,3.35,1.5,7.47,9.46,-0.06,3.874,3.25,50,5.711,-11.36,-134.579,-2.086,13.668,30.023,-14.801,23.8,-36.2,4.2,FT,0.907,11,27,141.808,2382.963,"Madison Bumgarner has his out pitch working, recording 4 of his 6 strikeouts with the two-seam fastball so far."
2014-04-17 16:00:48 -0500,4,Bottom,Hyun-Jin Ryu,Buster Posey,B,63.52,120.02,81.2,75.3,3.42,1.6,-1.32,-0.36,1.149,3.529,2.545,50,6.215,-2.882,-119.071,0.611,-1.893,22.359,-32.623,23.8,4.2,9.2,SL,0.905,12,91,283.344,237.046,
2014-04-17 16:01:02 -0500,4,Bottom,Hyun-Jin Ryu,Buster Posey,B,50.64,132.97,82.2,76.1,3.46,1.6,8.6,4.21,1.527,3.099,2.394,50,6.06,-4.723,-120.489,-1.609,12.669,22.952,-25.905,23.8,-24.3,7.9,CH,0.904,12,24,116.328,1701.989,
2014-04-17 16:01:16 -0500,4,Bottom,Hyun-Jin Ryu,Buster Posey,S,80.69,137.29,81,75.6,3.44,1.58,10.68,3.42,0.651,2.818,2.15,50,6.023,-6.799,-118.566,-1.766,15.397,20.017,-27.172,23.9,-27.5,8.7,CH,0.904,6,44,107.998,1980.913,
2014-04-17 16:01:37 -0500,4,Bottom,Hyun-Jin Ryu,Buster Posey,S,90.99,150.24,71,66.1,3.43,1.53,-2.07,-10.09,0.301,2.296,2.253,50,6.334,-3.447,-104.037,2.246,-2.254,18.517,-43.083,23.9,3.7,15.9,CU,0.906,6,24,348.328,1553.378,
2014-04-17 16:01:53 -0500,4,Bottom,Hyun-Jin Ryu,Buster Posey,B,132.19,143.33,91.5,85.7,3.42,1.6,8.38,7.05,-1.014,2.61,2.161,50,5.852,-11.363,-133.68,-5.052,15.495,23.045,-19.061,23.9,-34.4,5.3,FT,0.897,11,51,130.241,2202.97,
2014-04-17 16:02:17 -0500,4,Bottom,Hyun-Jin Ryu,Buster Posey,X,127.04,129.52,91.7,86.3,3.44,1.58,7.89,6.76,-0.784,3.124,2.112,50,5.947,-10.505,-134.092,-3.915,14.741,21.876,-19.475,23.9,-33.1,5.2,FT,0.901,11,65,130.745,2105.076,Hyun-Jin Ryu got Buster Posey to chase a two-seam fastball; Posey is hitting .000 against them in that location this season compared to .259 overall.
2014-04-17 16:02:55 -0500,4,Bottom,Hyun-Jin Ryu,Michael Morse,B,105.58,120.88,91.6,85.6,3.46,1.75,6.59,6.99,-0.157,3.574,2.143,50,6.038,-8.422,-134.059,-2.98,12.217,24.072,-19.147,23.9,-28.7,4.9,FT,0.948,11,52,136.839,1932.737,
2014-04-17 16:03:10 -0500,4,Bottom,Hyun-Jin Ryu,Michael Morse,B,155.36,156.29,91.5,85.2,3.46,1.82,6.66,7.14,-1.691,2.098,1.916,50,5.879,-11.86,-133.579,-6.436,12.19,25.268,-19.029,23.9,-26.4,5,FT,0.928,13,38,137.16,1947.055,
2014-04-17 16:03:26 -0500,4,Bottom,Hyun-Jin Ryu,Michael Morse,B,90.99,107.93,83,77.2,3.35,1.6,-1.56,-0.23,0.286,4.101,2.319,50,6.191,-4.411,-121.68,1.691,-2.361,21.996,-32.454,23.9,5.5,8.7,SL,0.91,12,26,276.763,283.473,
2014-04-17 16:03:47 -0500,4,Bottom,Hyun-Jin Ryu,Michael Morse,S,117.6,146.79,92.3,85.8,3.27,1.53,8.53,7.2,-0.442,2.44,2.186,50,5.813,-9.999,-134.826,-5.53,15.881,26.019,-18.694,23.8,-35.4,5.3,FT,0.897,4,38,130.326,2241.464,
2014-04-17 16:04:03 -0500,4,Bottom,Hyun-Jin Ryu,Michael Morse,S,78.11,126.06,82.9,77.2,3.42,1.64,10.47,4.49,0.673,3.291,2.253,50,5.982,-7.085,-121.304,-1.213,15.794,21.076,-25.333,23.9,-29.8,7.9,CH,0.906,3,54,113.42,2058.525,
2014-04-17 16:04:42 -0500,4,Bottom,Hyun-Jin Ryu,Michael Morse,B,144.21,132.97,93.4,86.5,3.46,1.75,7.64,6.39,-1.329,2.981,1.998,50,5.941,-11.676,-136.438,-4.305,14.508,27.826,-19.969,23.8,-30.4,5.1,FT,0.904,11,34,130.073,2015.963,
2014-04-17 16:05:16 -0500,4,Bottom,Hyun-Jin Ryu,Brandon Belt,S,78.11,135.56,89.8,83.9,3.27,1.58,7.1,8.49,0.708,2.884,2.222,50,5.96,-6.374,-131.448,-4.788,12.626,23.49,-16.99,23.9,-32.9,4.8,FT,0.909,3,61,140.256,2179.534,
2014-04-17 16:05:38 -0500,4,Bottom,Hyun-Jin Ryu,Brandon Belt,S,104.72,161.47,82.6,77.3,3.27,1.58,7.45,5.93,-0.128,1.863,2.278,50,5.82,-8.101,-120.734,-4.653,11.173,20.091,-23.215,23.9,-22.5,7,CH,0.904,8,31,128.725,1720.898,
2014-04-17 16:06:03 -0500,4,Bottom,Hyun-Jin Ryu,Brandon Belt,S,65.24,107.93,90.3,83.1,3.35,1.56,6.52,7.65,1.125,4.067,2.149,50,6.104,-4.888,-132.384,-1.776,11.568,28.382,-18.528,23.8,-29.1,5,FT,0.928,12,56,139.712,1960.484,
2014-04-17 16:06:33 -0500,4,Bottom,Hyun-Jin Ryu,Brandon Hicks,B,152.79,150.24,82,76,3.46,1.53,-0.97,0.33,-1.557,2.354,2.022,50,6.119,-8.174,-120.004,-2.231,-1.405,23.735,-31.626,23.8,5.1,9,SL,0.907,13,46,248.692,182.32,
2014-04-17 16:06:50 -0500,4,Bottom,Hyun-Jin Ryu,Brandon Hicks,S,74.68,166.65,81.9,76.2,3.43,1.55,10.85,4.19,0.786,1.56,2.192,50,5.899,-6.686,-119.872,-4.826,15.896,21.73,-25.961,23.9,-28.9,8.5,CH,0.905,14,58,111.349,2065.584,
2014-04-17 16:07:10 -0500,4,Bottom,Hyun-Jin Ryu,Brandon Hicks,B,144.21,138.15,90.6,83.8,3.39,1.6,7.17,9.35,-1.317,2.917,1.886,50,6.032,-10.832,-132.263,-5.217,12.789,26.259,-15.414,23.8,-33.1,4.5,FT,0.913,11,35,142.655,2312.482,
2014-04-17 16:07:30 -0500,4,Bottom,Hyun-Jin Ryu,Brandon Hicks,S,121.89,156.29,91.2,84.4,3.43,1.55,6.69,8.97,-0.672,2.048,1.96,50,5.948,-9.234,-133.208,-7.27,12.095,27.001,-15.884,23.8,-30.7,4.5,FT,0.929,7,58,143.408,2209.722,
2014-04-17 16:08:07 -0500,4,Bottom,Hyun-Jin Ryu,Brandon Hicks,S,78.97,177.87,83.9,77.9,3.43,1.55,6.96,5.33,0.641,1.049,2.054,50,5.853,-5.619,-122.686,-6.713,10.637,23.524,-23.953,23.8,-21,7.1,CH,0.89,14,38,127.7,1589.729,
2014-04-17 16:10:32 -0500,5,Top,Madison Bumgarner,Justin Turner,S,101.29,154.56,90.6,83.8,3.52,1.6,6.63,7.45,0.011,2.206,3.448,50,5.573,-11.256,-132.292,-5.221,11.822,26.561,-18.821,23.8,-25.9,5,FT,0.794,8,34,138.481,1955.801,
2014-04-17 16:10:46 -0500,5,Top,Madison Bumgarner,Justin Turner,B,133.91,171.83,82.1,76.3,3.46,1.6,7.88,2.26,-1.07,1.334,3.219,50,5.563,-12.583,-119.645,-3.933,11.487,21.8,-28.798,23.8,-17.7,8.6,CH,0.898,13,64,106.378,1451.792,
2014-04-17 16:11:02 -0500,5,Top,Madison Bumgarner,Justin Turner,X,136.48,158.88,83.7,76.9,3.52,1.6,8.52,3.14,-1.047,1.942,3.205,50,5.532,-12.884,-122.026,-2.937,12.788,24.983,-27.386,23.8,-20.2,8.1,CH,0.907,13,56,110.527,1623.455,
2014-04-17 16:11:57 -0500,5,Top,Madison Bumgarner,Yasiel Puig,S,147.64,150.24,88.2,82.1,3.51,1.63,1.36,4.42,-1.435,2.255,3.402,50,5.601,-12.782,-128.687,-3.701,2.296,24.595,-24.625,23.9,-0.1,6.1,SL,0.932,13,50,163.085,889.547,
